微信支付账单明细,,,,,,,,,,
微信昵称：[小明],,,,,,,,,,
起始时间：[2024-03-22 00:00:00] 终止时间：[2024-05-14 14:42:52],,,,,,,,,,
导出类型：[全部],,,,,,,,,,
导出时间：[2024-05-14 14:43:30],,,,,,,,,,
,,,,,,,,,,
共999笔记录,,,,,,,,,,
收入：9笔 332.84元,,,,,,,,,,
支出：126笔 9999.99元,,,,,,,,,,
中性交易：0笔 0.00元,,,,,,,,,,
注：,,,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,,,
,,,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2024-04-02 18:31:00,微信红包,奥特曼,/,收入,¥32.90,/,已存入零钱,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-03 18:31:00,转账,Duo,转账备注:微信转账,收入,¥100.00,/,已存入零钱,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-05-11 18:31:00,转账,Mia,转账备注:微信转账,收入,¥5.00,/,已存入零钱,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-02 18:31:00,商户消费,美团平台商户,大众点评订单-42000012345678901234567890 ,支出,¥5.00,中国银行信用卡(0123),支付成功,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-03 18:31:00,微信红包（单发）,发给Emma,/,支出,¥1.50,瑞士银行储蓄卡(2123),支付成功,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-05 18:31:00,扫二维码付款,徐金成,收款方备注:二维码收款,支出,¥14.00,徽京银行储蓄卡(2123),已转账,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-06 18:31:00,扫二维码付款,徐金成,收款方备注:二维码收款,支出,¥6.90,渣打银行储蓄卡(2123),已转账,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-07 18:31:00,商户消费,文昌面馆,商户收款,支出,¥26.70,中国银行信用卡(0123),支付成功,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-08 18:31:00,商户消费,佰信湾超市,条码支付-运河店-42000012345678901234567890,支出,¥1.30,瑞士银行储蓄卡(2123),支付成功,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-09 18:31:00,商户消费,卤江南手撕鸡,默认测试,支出,¥19.00,苏州银行信用卡(3123),支付成功,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-10 18:31:00,扫二维码付款,永康精品菜叶丨永康精品店虎丘店,收款方备注:二维码收款,支出,¥37.00,徽京银行储蓄卡(2123),已转账,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-11 18:31:00,扫二维码付款,吕雪芳,收款方备注:二维码收款,支出,¥2.50,渣打银行储蓄卡(2123),已转账,"42000012345678901234567890	","2024056666661234567890123456789	",/
2024-04-12 18:31:00,商户消费,肯德基,KFC_PRE_PLUS42000012345678901234567890,支出,¥24.90,中国银行信用卡(0123),支付成功,"42000012345678901234567890	","2024056666661234567890123456789	",/
